player,match_file,date,season,venue,team,opponent,winner,runs,balls_faced,fours,sixes,dismissed,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,dot_balls,season_start_year
Umang Sharma,902179.json,2016-01-08,2015/16,Barabati Stadium,Uttar Pradesh,Services,Uttar Pradesh,1,2,0,0,1,1,2,0,0,0,0,1,2015
ER Dwivedi,902179.json,2016-01-08,2015/16,Barabati Stadium,Uttar Pradesh,Services,Uttar Pradesh,89,53,8,5,1,36,15,45,32,8,6,15,2015
AD Nath,902179.json,2016-01-08,2015/16,Barabati Stadium,Uttar Pradesh,Services,Uttar Pradesh,3,4,0,0,1,0,0,3,3,0,1,1,2015
Saurabh Dubey,902179.json,2016-01-08,2015/16,Barabati Stadium,Uttar Pradesh,Services,Uttar Pradesh,38,17,2,3,0,0,0,0,0,38,17,2,2015
PP Chawla,902179.json,2016-01-08,2015/16,Barabati Stadium,Uttar Pradesh,Services,Uttar Pradesh,5,6,1,0,1,0,0,0,0,5,6,4,2015
Aanshul Gupta,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,0,2,0,0,1,0,2,0,0,0,0,2,2015
Nakul Verma,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,3,4,0,0,1,3,4,0,0,0,0,2,2015
Lakhan Singh,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,1,5,0,0,1,1,5,0,0,0,0,4,2015
Rajat Paliwal,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,3,5,0,0,1,3,5,0,0,0,0,3,2015
Vikas Hathwala,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,31,33,3,1,1,18,16,13,17,0,0,18,2015
Yashpal Singh,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,47,32,5,2,1,2,4,40,24,5,4,11,2015
Sumit Singh,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,5,9,0,0,1,0,0,5,9,0,0,4,2015
SR Swain,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,2,2,0,0,1,0,0,2,2,0,0,1,2015
Ritesh Negi,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,7,9,1,0,1,0,0,1,2,6,7,5,2015
Avishek Sinha,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,14,12,1,1,0,0,0,0,0,14,12,6,2015
Raushan Raj,902179.json,2016-01-08,2015/16,Barabati Stadium,Services,Uttar Pradesh,Uttar Pradesh,10,7,1,0,0,0,0,0,0,10,7,0,2015
Mayank Raghav,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,4,4,1,0,1,4,4,0,0,0,0,3,2018
Yashpal Singh,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,50,44,5,1,1,18,13,21,20,11,11,14,2018
Hrithik Kanojia,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,2,10,0,0,1,2,10,0,0,0,0,8,2018
P Prafullomani,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,25,43,2,0,1,4,9,21,34,0,0,24,2018
Kangabam Singh,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,7,10,1,0,1,0,0,0,0,7,10,6,2018
Ahmed Shah,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,13,7,0,2,1,0,0,0,0,13,7,4,2018
Narsingh Yadav,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,Delhi,Delhi,2,3,0,0,0,0,0,0,0,2,3,1,2018
UBT Chand,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Delhi,Manipur,Delhi,53,32,8,1,0,29,15,24,17,0,0,10,2018
Hiten Dalal,1157108.json,2019-02-22,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Delhi,Manipur,Delhi,56,38,10,1,0,23,21,33,17,0,0,17,2018
Shivam Chaudhary,1383534.json,2023-10-25,2023/24,"JSCA International Stadium Complex, Ranchi",Railways,Gujarat,Gujarat,4,5,1,0,1,4,5,0,0,0,0,4,2023
Pratham Singh,1383534.json,2023-10-25,2023/24,"JSCA International Stadium Complex, Ranchi",Railways,Gujarat,Gujarat,5,8,1,0,1,5,8,0,0,0,0,6,2023
N Kushwah,1383534.json,2023-10-25,2023/24,"JSCA International Stadium Complex, Ranchi",Railways,Gujarat,Gujarat,0,2,0,0,1,0,2,0,0,0,0,2,2023
Mohammad Saif,1383534.json,2023-10-25,2023/24,"JSCA International Stadium Complex, Ranchi",Railways,Gujarat,Gujarat,0,4,0,0,1,0,4,0,0,0,0,4,2023
Upendra Yadav,1383534.json,2023-10-25,2023/24,"JSCA International Stadium Complex, Ranchi",Railways,Gujarat,Gujarat,64,47,7,3,1,5,11,30,25,29,11,22,2023
